pr_number;created_at;merged_at;time_to_merge_hours;changed_files;lines_changed;total_comments;total_reviews;pr_title;pr_body;has_changes_requested;main_module;cross_modules;labels_list;inferred_task_type;commit_messages
140963;2026-01-20T11:53:38Z;2026-01-23T16:46:32Z;76,88;59;2577;4;9;Quantize ST_X, ST_Y and related functions;Recent optimizations in geo-grid functions exposed some inconsistencies in other spatial functions that can return results either quantized (doc-values or lucene index) or not (source).ES|QL typically returns fields from doc-values, for performance reasons. However, for geospatial point data, this means a slight loss of precision, because geo_point and cartesian_point are quantized from two doubles (128bits) down to one long (64bits), in both doc-values and the lucene index (but not stored fields, or source). For all real-world use cases the remaining precision is fine, and something most users are willing to trade for the performance advantages. However, that willingness usually only extends to analytics, and if the user simply returns the original field, they usually want to see the exact original values. For this reason geospatial data is always returned from source in ES|QL, at a huge performance hit. However, we have implemented a number of optimizations that try to make use of doc-values whenever possible, and whenever the user does not return the original points so they will not see the precision loss. As we've expanded the scope of these optimizations, we've encountered a BWC issue with two particular functions, ST_X and ST_Y (both GA), and a less concerning issue with a group of related functions (tech-preview): ST_ENVELOPE, ST_XMAX, ST_XMIN, ST_YMAX and ST_YMIN.This PR fixes the inconsistency, making ST_X, ST_Y and the envelope functions all produce quantized results, so optimizations do not result in different values.Users can still get the original values with full prevision simply by not dropping the original geometry field, which will still be read from source. This gives users control over the precision-vs-performance lever. Just drop the original field to maximize performance, or keep it to see the original precision.Fixes #139943;FALSE;docs;docs, x-pack;>bug, :Analytics/Geo, backport pending, Team:Analytics, auto-backport, :Analytics/ES|QL, v9.3.1, v9.4.0, v9.2.5;other;Quantize ST_X, ST_Y and related functions | Add more information to the docs concerning spatial precision | Refactored all evaluator names to include Cartesian/Geo before WKB/DocValues  This increases similarity and consistency and reduces confusion | Merge remote-tracking branch 'origin/main' into quantize_st_xy | Fixed mistake in quantizing geo-envelope using CARTESIAN  Also removed incorrect multiple quantization for doc-values results | Make envelope points accumulator thread-local for memory efficiency | Reduce code duplication using spatial coordinate type in buillder | Fix multi-threading issue with PointVisitor in ST_ENVELOPE et al  We were using a supplier for the results builder, but mistakenly passing in a shared points visitor, instead of making a new one when the builder was initiated. | [CI] Auto commit changes from spotless | Reduce the number of evaluators since we've moved GEO/Cartesian into the results builders
141191;2026-01-23T15:35:54Z;2026-01-23T16:44:39Z;1,15;2;30;0;0;[9.3] Ensure we parse on_disk_rescore as its valid to pass false (#141158);Backports the following commits to 9.3:Ensure we parse on_disk_rescore as its valid to pass false (#141158);FALSE;docs;docs, server;>bug, backport, auto-merge-without-approval, :Search Relevance/Vectors, Team:Search Relevance, v9.3.1;other;Ensure we parse on_disk_rescore as its valid to pass false (#141158)  its valid to pass false for on_disk_rescore for all index mapping types. We should parse the key to validate.  I noticed this when changing combinations in our rally tracks :) (which defaults to sending a false value).
141175;2026-01-23T13:31:06Z;2026-01-23T16:41:41Z;3,18;16;338;0;1;[9.2] Migrate security tests to new framework (#139622);BackportThis will backport the following commits from main to 9.2:Migrate security tests to new framework (#139622)Questions ?Please refer to the Backport tool documentation;FALSE;x-pack;x-pack;backport, v9.2.5;feature;Migrate security tests to new framework (#139622)  - Update x-pack/qa/smoke-test-plugins-ssl to use   internal-yaml-rest-test plugin - Update x-pack/qa/smoke-test-security-with-mustache to use   internal-yaml-rest-test plugin - Update x-pack/plugin/security/qa/tls-basic to use   internal-java-rest-test plugin - Update x-pack/plugin/identity-provider/qa/idp-rest-tests to use   internal-java-rest-test plugin  (cherry picked from commit 8b0c5755ef48164160f0dcbeb8cfe6c63163f71d) | Merge branch '9.2' into backport/9.2/pr-139622
141177;2026-01-23T13:31:22Z;2026-01-23T16:36:08Z;3,08;16;338;0;1;[9.1] Migrate security tests to new framework (#139622);BackportThis will backport the following commits from main to 9.1:Migrate security tests to new framework (#139622)Questions ?Please refer to the Backport tool documentation;FALSE;x-pack;x-pack;backport, v9.1.11;feature;Migrate security tests to new framework (#139622)  - Update x-pack/qa/smoke-test-plugins-ssl to use   internal-yaml-rest-test plugin - Update x-pack/qa/smoke-test-security-with-mustache to use   internal-yaml-rest-test plugin - Update x-pack/plugin/security/qa/tls-basic to use   internal-java-rest-test plugin - Update x-pack/plugin/identity-provider/qa/idp-rest-tests to use   internal-java-rest-test plugin  (cherry picked from commit 8b0c5755ef48164160f0dcbeb8cfe6c63163f71d) | Merge branch '9.1' into backport/9.1/pr-139622
141131;2026-01-22T19:22:11Z;2026-01-23T15:52:28Z;20,50;3;84;5;2;Document semantic text CCS support when ccs_minimize_roundtrips=false;Update the semantic_text field docs to explain CCS support when ccs_minimize_roundtrips=false;FALSE;docs;docs;>docs, Team:Docs, auto-backport, :Search Relevance/Vectors, Team:Search Relevance, v9.3.1, v9.4.0;feature;"Update ""Performing cross-cluster search (CCS) with semantic_text"" | Remove limitations | Use applies-switch"
141158;2026-01-23T11:57:40Z;2026-01-23T15:34:47Z;3,62;2;30;3;1;Ensure we parse on_disk_rescore as its valid to pass false;its valid to pass false for on_disk_rescore for all index mapping types. We should parse the key to validate.I noticed this when changing combinations in our rally tracks :) (which defaults to sending a false value).;FALSE;docs;docs, server;>bug, auto-merge-without-approval, auto-backport, :Search Relevance/Vectors, Team:Search Relevance, v9.3.1, v9.4.0;other;Ensure we parse on_disk_rescore as its valid to pass false | Update server/src/main/java/org/elasticsearch/index/mapper/vectors/DenseVectorFieldMapper.java  Co-authored-by: Simon Cooper <simon.cooper@elastic.co> | Update docs/changelog/141158.yaml
141149;2026-01-23T09:31:33Z;2026-01-23T15:29:47Z;5,97;5;203;0;0;[9.1] Fix date fields sort formatting with missing values (#135899);BackportThis will backport the following commits from main to 9.1:Fix date fields sort formatting with missing values (#135899)Questions ?Please refer to the Backport tool documentation;FALSE;docs;docs, rest-api-spec, server;backport, auto-merge-without-approval;bugfix;Fix date fields sort formatting with missing values (#135899)  (cherry picked from commit d68ebc3d5d1ce343a6b182f4bbe721709f4d3bff)  # Conflicts: #	server/src/main/java/org/elasticsearch/search/DocValueFormat.java #	server/src/main/java/org/elasticsearch/search/SearchFeatures.java
141148;2026-01-23T09:23:01Z;2026-01-23T15:29:21Z;6,11;5;193;0;0;[9.2] Fix date fields sort formatting with missing values (#135899);BackportThis will backport the following commits from main to 9.2:Fix date fields sort formatting with missing values (#135899)Questions ?Please refer to the Backport tool documentation;FALSE;docs;docs, rest-api-spec, server;backport, v9.2.5;bugfix;Fix date fields sort formatting with missing values (#135899)  (cherry picked from commit d68ebc3d5d1ce343a6b182f4bbe721709f4d3bff)  # Conflicts: #	server/src/main/java/org/elasticsearch/search/SearchFeatures.java
140677;2026-01-14T17:58:30Z;2026-01-23T15:21:55Z;213,39;21;1877;4;1;Case and Coalesce Support for Compound Types;This PR adds case function support for the HISTOGRAM, TDIGEST, and AGGREGATE_METRIC_DOUBLE types.  No changes to the actual behavior of Case were necessary, just updating the type checking to allow for these types.  I've also added CSV tests for these, which is the bulk of the PR and involved adding some additional data to the CSV data files.I've also added Coalesce support for t-digest and histogram. Aggregate metric double needs a little more work in the block loader I think (or at least at first glance), so I didn't do that here.  That's probably worth thinking about at some point down the road.Since this introduces new CSV tests, I added a capability to gate those tests and I'll tag the PR for release testing to minimize the chances of breaking the release builds.;FALSE;docs;docs, x-pack;>enhancement, Team:StorageEngine, :StorageEngine/ES|QL, v9.4.0;feature;case support for tdigest | case support for histogram | case support for aggregate metric double | capability, and AMD CSV test | csv tests | Update docs/changelog/140677.yaml | [CI] Auto commit changes from spotless | coalesce support for histogram | coalesce support for tdigest | [CI] Auto commit changes from spotless
141127;2026-01-22T18:15:09Z;2026-01-23T15:09:45Z;20,91;1;125;1;1;Move CpsDoesNotUseSkipUnavailableIT to Serverless;;FALSE;server;server;>non-issue, Team:Search Foundations, :Search Foundations/Search, serverless-linked, v9.4.0;other;Move CpsDoesNotUseSkipUnavailableIT to Serverless
141079;2026-01-21T20:33:24Z;2026-01-23T15:09:32Z;42,60;2;156;2;4;Update ShardBulkInferenceActionFilter to report at most one failure exception per doc;This PR is an extension of #140183, which was reverted because it was causing OOMs. The original PR description is:We have observed some edge cases where many inference failures can cause OOMs in ShardBulkInferenceActionFilter. This PR addresses this edge case by deduplicating the failures stored in memory.The approach has been changed to only keep the first failure for any given BulkItemRequest. This addresses the OOMs introduced in #140183 because:Each BulkItemRequest gets its own exception instance, eliminating cross-BulkItemRequest pollution of suppressed exceptions caused by exception instance sharing.ShardBulkInferenceActionFilter reports at most one failure exception for each BulkItemRequest, making it impossible for the filter to generate long lists of suppressed exceptions.Keeping only the first failure should be fine from a reporting perspective because any failure will prevent a given doc in a bulk request from being indexed. The user can navigate multiple failures by iteratively issuing the bulk request, working through one failure at a time.Addresses #138254Addresses #140815;FALSE;x-pack;x-pack;>non-issue, :Search Relevance/Vectors, Team:Search Relevance, v9.4.0;bugfix;Deduplicate Inference Failures in ShardBulkInferenceActionFilter (#140183)  We have observed some edge cases where many inference failures can cause OOMs in ShardBulkInferenceActionFilter. This PR addresses this edge case by deduplicating the failures stored in memory. | Deduplicate on request ID and index | Updated testDeduplicatedFailures | Only call abort for new failures | Deduplicate by BulkItemRequest id | Updated comment | Update testUnequalFailureSignatures to only vary one value at a time | Merge branch 'main' into semantic-text_deduplicate-indexing-errors | Only keep the first failure | Adjust tests
141173;2026-01-23T13:22:07Z;2026-01-23T14:53:11Z;1,52;3;18;1;1;ESQL: Naturally named fields with backticks in them should be escaped in Generative tests;Escape starting and ending backticks with triple backticks for generative tests.;FALSE;x-pack;x-pack;>test, Team:Analytics, :Analytics/ES|QL, v9.4.0;test;Naturally named fields with backticks in them should be escaped with triple backticks.
141178;2026-01-23T13:34:32Z;2026-01-23T14:28:48Z;0,90;16;355;0;1;[8.19] Migrate security tests to new framework (#139622);BackportThis will backport the following commits from main to 8.19:Migrate security tests to new framework (#139622)Questions ?Please refer to the Backport tool documentation;FALSE;x-pack;x-pack;backport, v8.19.11;feature;Migrate security tests to new framework (#139622)  - Update x-pack/qa/smoke-test-plugins-ssl to use   internal-yaml-rest-test plugin - Update x-pack/qa/smoke-test-security-with-mustache to use   internal-yaml-rest-test plugin - Update x-pack/plugin/security/qa/tls-basic to use   internal-java-rest-test plugin - Update x-pack/plugin/identity-provider/qa/idp-rest-tests to use   internal-java-rest-test plugin  (cherry picked from commit 8b0c5755ef48164160f0dcbeb8cfe6c63163f71d)  # Conflicts: #	x-pack/plugin/identity-provider/qa/idp-rest-tests/build.gradle #	x-pack/plugin/security/qa/tls-basic/build.gradle #	x-pack/qa/smoke-test-plugins-ssl/build.gradle
141174;2026-01-23T13:30:52Z;2026-01-23T14:22:24Z;0,86;16;338;0;1;[9.3] Migrate security tests to new framework (#139622);BackportThis will backport the following commits from main to 9.3:Migrate security tests to new framework (#139622)Questions ?Please refer to the Backport tool documentation;FALSE;x-pack;x-pack;backport, v9.3.1;feature;Migrate security tests to new framework (#139622)  - Update x-pack/qa/smoke-test-plugins-ssl to use   internal-yaml-rest-test plugin - Update x-pack/qa/smoke-test-security-with-mustache to use   internal-yaml-rest-test plugin - Update x-pack/plugin/security/qa/tls-basic to use   internal-java-rest-test plugin - Update x-pack/plugin/identity-provider/qa/idp-rest-tests to use   internal-java-rest-test plugin  (cherry picked from commit 8b0c5755ef48164160f0dcbeb8cfe6c63163f71d)
139622;2025-12-16T16:25:19Z;2025-12-19T18:09:45Z;73,74;16;338;2;1;Migrate Security Tests to New Framework;Summary of tests targeted:SmokeTestMonitoringWithSecurityITCommit: 393e4cfProject: x-pack/qa/smoke-test-plugins-ssllegacy-yaml-rest-test → internal-yaml-rest-testMoved certs and keys from project root to src/yamlRestTest/resourcesSmokeTestSecurityWithMustacheClientYamlTestSuiteITCommit: a4c2a0dProject: x-pack/qa/smoke-test-security-with-mustachelegacy-yaml-rest-test → internal-yaml-rest-testTlsWithBasicLicenseITCommit: 90f80c8Project: x-pack/plugin/security/qa/tls-basiclegacy-java-rest-test → internal-java-rest-testIdpRestTestCaseCommit: 78958eeProject: x-pack/plugin/identity-provider/qa/idp-rest-testslegacy-java-rest-test → internal-java-rest-test;FALSE;x-pack;x-pack;>test, :Security/Security, Team:Security, v9.4.0;feature;Update smoke-test-plugins-ssl to use elasticsearch.internal-yaml-rest-test plugin | Update smoke-test-security-with-mustache to use elasticsearch.internal-yaml-rest-test plugin | Update tls-basic to use elasticsearch.internal-java-rest-test plugin | Update x-pack/plugin/identity-provider/qa/idp-rest-tests to use elasticsearch.internal-java-rest-test plugin | [CI] Auto commit changes from spotless | Merge branch 'main' into migrate-security-tests-to-new-framework | Merge branch 'main' into migrate-security-tests-to-new-framework | Merge branch 'main' into migrate-security-tests-to-new-framework
141168;2026-01-23T12:06:06Z;2026-01-23T12:59:14Z;0,89;5;26;0;0;[8.19] rest-api-spec: fix _internal APIs (#140896);Backports the following commits to 8.19:rest-api-spec: fix _internal APIs (#140896);FALSE;rest-api-spec;rest-api-spec;>non-issue, :Distributed Indexing/Distributed, backport, auto-merge-without-approval, Team:Distributed Indexing, v8.19.11;bugfix;rest-api-spec: fix _internal APIs (#140896)  * rest-api-spec: fix _internal APIs  * Fix _internal.prevalidate_node_removal.json  * Allow array in default values
141159;2026-01-23T12:01:56Z;2026-01-23T12:54:40Z;0,88;1;6;0;0;[9.3] [Doc] Minor update on updating verification metadata in building.md (#141155);Backports the following commits to 9.3:[Doc] Minor update on updating verification metadata in building.md (#141155);FALSE;root;root;>non-issue, :Delivery/Build, backport, Team:Delivery, auto-merge-without-approval, v9.3.1;docs;[Doc] Minor update on updating verification metadata in building.md (#141155)
141161;2026-01-23T12:02:26Z;2026-01-23T12:54:27Z;0,87;1;6;0;0;[8.19] [Doc] Minor update on updating verification metadata in building.md (#141155);Backports the following commits to 8.19:[Doc] Minor update on updating verification metadata in building.md (#141155);FALSE;root;root;>non-issue, :Delivery/Build, backport, Team:Delivery, auto-merge-without-approval, v8.19.11;docs;[Doc] Minor update on updating verification metadata in building.md (#141155)
141156;2026-01-23T11:41:55Z;2026-01-23T12:54:22Z;1,21;1;5;1;2;Remove unused elements count;Cleanup dead code.;FALSE;server;server;>non-issue, Team:StorageEngine, :StorageEngine/Mapping, v9.4.0;other;Remove unused elements count
140433;2026-01-09T08:01:19Z;2026-01-23T12:28:00Z;340,44;20;545;1;4;Simplify esql profiling serialization;This change attempts to simplify EsqlExecutionInfo by moving most of the profiling information to the dedicated class as well as make transient all the fields that are not needed outside of coordinating node.;FALSE;server;server, x-pack;>non-issue, Team:Analytics, :Analytics/ES|QL, v9.4.0;other;Simplify profiling serialization | reorder fields | move overall timespan into profile object | fix assertion | Merge branch 'main' into simmplify_profiling_serialization  # Conflicts: #	server/src/main/resources/transport/upper_bounds/9.4.csv #	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/action/EsqlQueryProfile.java #	x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/action/PlanningProfileTests.java #	x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/querylog/EsqlQueryLogTests.java | address comments | do not serialize overallTook | remove overallTook | fix serialization | Merge branch 'main' into simmplify_profiling_serialization
140896;2026-01-19T13:07:01Z;2026-01-23T07:20:10Z;90,22;5;26;2;2;rest-api-spec: fix _internal APIs;;FALSE;rest-api-spec;rest-api-spec;>non-issue, :Distributed Indexing/Distributed, auto-backport, Team:Distributed Indexing, v9.3.1, v9.4.0, v8.19.11, v9.2.5;bugfix;rest-api-spec: fix _internal APIs | Fix _internal.prevalidate_node_removal.json | Merge branch 'main' into rest-api-spec-internal-apis | Allow array in default values | Merge remote-tracking branch 'origin/main' into rest-api-spec-internal-apis
141155;2026-01-23T11:19:17Z;2026-01-23T11:19:57Z;0,01;1;6;2;0;[Doc] Minor update on updating verification metadata in building.md;;FALSE;root;root;>non-issue, :Delivery/Build, Team:Delivery, auto-backport, v9.3.1, v9.4.0, v9.1.11, v8.19.11, v9.2.5;docs;[Doc] Minor update on updating verification metadata in building.md
141150;2026-01-23T09:33:22Z;2026-01-23T11:05:39Z;1,54;1;2;1;1;[Native] Fix: missing copy heap->segment for OSQ scorer on Java21;On Java 21 we use a support off-heap segment for on-heap arrays, as it does not support heap-based MemorySegments.But copy data from the input array was missing. This PR fixes thatFixes #141108;FALSE;libs;libs;>test, :Search Relevance/Vectors, test-arm, Team:Search Relevance, v9.4.0;bugfix;Fix: missing copy heap->segment | Merge branch 'main' into fix/native-osq-java21
141154;2026-01-23T10:52:29Z;2026-01-23T10:53:28Z;0,02;1;8;1;0;[DOCS] Fix typos in BUILDING.md;;FALSE;root;root;>non-issue, :Delivery/Build, Team:Delivery, auto-backport, v9.3.1, v9.4.0, v9.1.11, v8.19.11, v9.2.5;bugfix;[DOCS] Fix typos in BUILDING.md
141152;2026-01-23T09:42:33Z;2026-01-23T10:49:30Z;1,12;5;203;0;0;[8.19] Fix date fields sort formatting with missing values (#135899);BackportThis will backport the following commits from main to 8.19:Fix date fields sort formatting with missing values (#135899)Questions ?Please refer to the Backport tool documentation;FALSE;docs;docs, rest-api-spec, server;backport, auto-merge-without-approval, v8.19.11;bugfix;Fix date fields sort formatting with missing values (#135899)  (cherry picked from commit d68ebc3d5d1ce343a6b182f4bbe721709f4d3bff)  # Conflicts: #	server/src/main/java/org/elasticsearch/search/DocValueFormat.java #	server/src/main/java/org/elasticsearch/search/SearchFeatures.java
140572;2026-01-13T13:39:09Z;2026-01-23T10:34:39Z;236,93;6;56;2;3;Make legacy Search Shards API response compatible with CPS;"When I was modifying the search internals (including Search Shards API) to add support for CPS (MRT=false), I noticed that there exists a pathway that uses ClusterSearchShardsResponse, which is currently referred to as a ""legacy response"". Irrespective of MRT=true/false and a/sync searches, I could never hit that path in our CPS tests. Furthermore, CPS searches were largely going to be MRT=true, where the Search Shards API won't be used. This led me to assume that this pathway was indeed a ""legacy"" pathway that wouldn't be used. For this reason, I did not update it to be compatible with CPS.So far, things were fine until QA ran a search that used retrievers (turns out it uses the MRT=false pathway). The CPS index validation pathway that checks if an index exists at least on 1 project ran into an error because the Search Shards API response did not contain the relevant info needed for the validation. Why? It's because this response is actually converted from the legacy response format, and because the legacy format was from the codepath that was never updated to play well with CPS, things went wrong under the hood. This led to the IAE that the QA reported.Pathway in TSA that converts legacy Search Shards API response into a newer one:transportService.sendRequest(    connection,    TransportClusterSearchShardsAction.TYPE.name(),    searchShardsRequest,    TransportRequestOptions.EMPTY,    new ActionListenerResponseHandler<>(        singleListener.map(SearchShardsResponse::fromLegacyResponse), // <-- this one        ClusterSearchShardsResponse::new,        responseExecutor    ));SearchShardsResponse#fromLegacyResponse() now correctly passes in the ResolvedIndexExpressions from the older format to the newer format (see the last argument):return new SearchShardsResponse(groups, Arrays.asList(oldResp.getNodes()), aliasFilters, oldResp.getResolvedIndexExpressions());Pending: Add a new transport version";FALSE;server;server;>bug, Team:Search Foundations, :Search Foundations/CCS, serverless-linked, v9.4.0;other;Make legacy Search Shards API response compatible with CPS | Make `fromLegacyResponse()` `public` for test | Merge branch 'main' into pkar/cps-search-shards-legacy-response-fix | Merge branch 'main' into pkar/cps-search-shards-legacy-response-fix | Merge branch 'main' into pkar/cps-search-shards-legacy-response-fix | Merge branch 'main' into pkar/cps-search-shards-legacy-response-fix | Add transport version
141042;2026-01-21T12:39:10Z;2026-01-23T10:31:33Z;45,87;23;628;1;1;benchmarks(tsdb): move reset logic into benchmark and batch invocations;"This PR fixes how the TSDB codec JMH benchmarks handle state reset and improves measurement stability through batching. The goal is to reduce measurement noise so these benchmarks can reliably track regressions and compare performance across codec versions.The core encode/decode operations run in ~80-255 ns, which is far below JMH's recommended threshold for using @Setup(Level.Invocation). At this scale, invocation-level setup distorts measurements due to harness overhead and cache perturbation. The fix moves reset logic directly into the benchmark body where it's visible to JMH and part of the measured path.The encoder mutates input arrays in-place and advances buffer positions, so each invocation needs fresh state. For encode this means restoring the original input via System.arraycopy and resetting the output buffer; for decode it's just a buffer position reset.Including the reset logic in the measured path is not a problem for several reasons:Constant cost: For regression tracking, the reset cost is constant across runs, so it cancels out when comparing before/after measurements.Cache-friendly: System.arraycopy for 128 longs touches memory that will be hot in L1 cache during the subsequent encode, and buffer position resets are trivial pointer assignments.JMH recommended: This is exactly what JMH recommends for sub-microsecond benchmarks: measure the full operation rather than rely on invocation-level setup which introduces far more overhead and noise than the reset itself.Realistic workload: Encoding and decoding multiple blocks per invocation matches what happens in practice, where the codec processes many blocks in sequence rather than one at a time.Benchmarks now process multiple blocks per JMH invocation (default: 10). This reduces harness overhead relative to useful work and stabilizes measurements for regression tracking. Cross-validation with Throughput, AverageTime, and Sample modes confirms that per-block time stays constant (within 1.5%) across batch sizes from 1 to 100:BatchEncode (TimestampLike)Decode (TimestampLike)1253 ns/block80 ns/block10255 ns/block80 ns/block100255 ns/block79 ns/blockThe blocksPerInvocation parameter is exposed as a JMH @Param so it can be tuned without code changes. Compression benchmarks now use @BenchmarkMode(Mode.SingleShotTime) since they only exist to report size/ratio metrics and the timing is irrelevant.Note: The actual implementation changes are in the base classes (AbstractTSDBCodecBenchmark, EncodeBenchmark, DecodeBenchmark). Changes to the 20 concrete benchmark classes are mechanical updates to use the new setup pattern and remove the now-unnecessary @Setup(Level.Iteration) methods.";FALSE;benchmarks;benchmarks;>non-issue, :StorageEngine/TSDB, Team:StorageEngine, v9.4.0;other;benchmarks(tsdb): move reset logic into benchmark body and batch invocations  Move input/output reset from @Setup(Level.Invocation) into run() and add support for processing multiple blocks per JMH invocation.  The encode/decode operations run in ~80-255 ns, far below JMH's recommended threshold for Level.Invocation. At this scale, invocation-level setup distorts measurements due to harness overhead. The fix moves reset logic into the benchmark body where it's visible to JMH.  The encoder mutates input arrays in-place and advances buffer positions, so each invocation needs fresh state. Including reset in the measured path is fine: the cost is constant so it cancels out for regression tracking, the operations are cache-friendly, and this is what JMH recommends for sub-microsecond benchmarks.  Benchmarks now process multiple blocks per invocation (default: 10), reducing harness overhead and matching real-world usage where the codec processes many blocks in sequence.  Compression benchmarks now use @BenchmarkMode(Mode.SingleShotTime) since they only report size/ratio metrics. | benchmarks(tsdb): remove unused setupIteration method  The setupIteration method is no longer needed since the reset logic is now handled within the run() method itself. Removing it entirely prevents improper use: for sub-microsecond operations (~80-255ns), @Setup(Level.Invocation) distorts measurements due to harness overhead and cache perturbation. | Merge branch 'main' into benchmarks/tsdb-codec-batched-encode | Merge branch 'main' into benchmarks/tsdb-codec-batched-encode | Merge branch 'main' into benchmarks/tsdb-codec-batched-encode | Merge branch 'main' into benchmarks/tsdb-codec-batched-encode | Merge branch 'main' into benchmarks/tsdb-codec-batched-encode | Merge branch 'main' into benchmarks/tsdb-codec-batched-encode
141147;2026-01-23T09:21:22Z;2026-01-23T10:24:18Z;1,05;5;193;0;0;[9.3] Fix date fields sort formatting with missing values (#135899);BackportThis will backport the following commits from main to 9.3:Fix date fields sort formatting with missing values (#135899)Questions ?Please refer to the Backport tool documentation;FALSE;docs;docs, rest-api-spec, server;backport, auto-merge-without-approval, v9.3.1;bugfix;Fix date fields sort formatting with missing values (#135899)  (cherry picked from commit d68ebc3d5d1ce343a6b182f4bbe721709f4d3bff)  # Conflicts: #	server/src/main/java/org/elasticsearch/search/SearchFeatures.java
135899;2025-10-03T10:28:16Z;2026-01-23T07:51:39Z;2685,39;5;193;16;3;Fix date fields sort formatting with missing values;"Closes #81960When formatting date types, take into account Long.MAX_VALUE and Long.MIN_VALUE. These values can be present when formatting sort values, and the value is missing.Long.MIN_VALUE is transformed into the epoch, and Long.MAX_VALUE into ""9999-12-31T23:59:59.999999999Z"". These values have been chosen as the safest for the predefined date formats, as years are at most represented with 4 digits.This doesn't prevent custom formats to fail, in which cause an IAE will be thrown.";FALSE;docs;docs, rest-api-spec, server;>bug, auto-backport, Team:Search Relevance, :Search Relevance/Search, v9.2.0, v9.0.9, v9.4.0, v9.1.11, v8.19.11;bugfix;Format DateTime values of Long.MIN and Long.MAX to represent missing values | Merge remote-tracking branch 'origin/main' into bugfix/sort-date-formatter-null-values | Update docs/changelog/135899.yaml | Update docs/changelog/135899.yaml | Add changelog | Merge remote-tracking branch 'carlosdelest/bugfix/sort-date-formatter-null-values' into bugfix/sort-date-formatter-null-values | Return null when there is a null | [CI] Auto commit changes from spotless | Merge remote-tracking branch 'origin/main' into bugfix/sort-date-formatter-null-values | Add random date format
138812;2025-12-01T12:17:02Z;2026-01-23T09:09:06Z;1268,87;1;7;2;1;Enable synthetic _id randomly in TSDBPassthroughIndexingIT;This won't pass until #138678 and #140221 are merged.Relates ES-13605;FALSE;modules;modules;>test, :StorageEngine/TSDB, Team:StorageEngine, v9.4.0;other;Enable synthetic _id randomly in TSDBPassthroughIndexingIT  This won't pass until #138678 is merged.  Relates ES-13605 | Merge branch 'main' into 2025/12/01/ES-13605-3 | Merge branch 'main' into 2025/12/01/ES-13605-3 | Merge branch 'main' into 2025/12/01/ES-13605-3 | Merge branch 'main' into 2025/12/01/ES-13605-3 | Merge branch 'main' into 2025/12/01/ES-13605-3
141100;2026-01-22T13:30:11Z;2026-01-23T07:41:14Z;18,18;1;1;1;1;SQL: Unmute JDBC + Security test;Unmute to see if/how it fails now, after this time. Relates to #41557;FALSE;x-pack;x-pack;>test, :Analytics/SQL, Team:Analytics, v9.4.0;test;Unmute this very old muted test
139406;2025-12-11T21:06:20Z;2026-01-23T04:45:41Z;1015,66;22;2657;4;62;ESQL: Refactor lookup join to allow for streaming - Part 1;This PR is a refactoring step towards Init Lookup Driver Just once.Currently, AbstractLookupService::doLookup() creates operators directly from the request and input page. Since operators are tightly coupled with the driver and input pages, they cannot be reused across multiple pages. We plan to add local logical and physical planning. However, we cannot do that per page as it would add too much overhead. We need to perform planning once during session initialization rather than for every page. This PR takes a step in that direction by generating a physical plan first that can be shared across multiple pages. Main changes include:1. Refactor AbstractLookupService::doLookup(). Instead of creating operators directly, we now create PhysicalPlan. We then covert PhysicalPlan ->Operator Factories-> Operators.This separation allows the PhysicalPlan to be generated once and cached in a future PR, since it doesn't depend on the input page data.2. QueryLists are no longer dependent on a particular page and stateless in terms of page contents. They use channelOffset instead of blocks. QueryLists are to be created during operator creation (before we have input pages), so they can no longer store blocks directly. Instead, each QueryList stores a channelOffset (the index of the block within a page). Since the page structure is consistent across all pages in a session, the channelOffset remains the same. At runtime, when getQuery() is called, the QueryList extracts the appropriate block from the current page using inputPage.getBlock(channelOffset)3. New Physical Plan Node -  ParameterizedQueryExec4. New LookupExecutionMapper - converts a Physical Plan to Operators for the lookup node5. Add unit tests for the refactor6. Add LookupJoinIT - allow for fast debugging of failing csv-spec it tests by only loading the required indexes;FALSE;x-pack;x-pack;Team:Analytics, >tech debt, :Analytics/ES|QL, v9.4.0;refactor;Refactor for Boot Driver Once POC | Update docs/changelog/139207.yaml | Clean up | Refactor to use OperatorFactory | Update docs/changelog/139406.yaml | Clean up | Merge branch 'main' into bootDriverOnce_v3 | Clean up | ExpressionQueryList building should not use page | Refactor to use different code for lookup and enrich
140297;2026-01-07T17:28:50Z;2026-01-22T17:19:26Z;359,84;14;322;3;10;Add readiness transport action;This allows checking if a node has passed its readiness check without hitting the readiness port.;TRUE;server;server, x-pack;>refactoring, Team:Core/Infra, :Core/Infra/Node Lifecycle, v9.4.0;feature;Add readiness transport action  This allows checking of a node has passed its readiness check without hitting the readiness port. | qualify export | [CI] Auto commit changes from spotless | use empty response | [CI] Auto commit changes from spotless | fix compile | tests | fix | [CI] Auto commit changes from spotless | Merge branch 'main' into shutdown/readiness_action
